url,file_path,title,title_length,h1,h1_count,description,description_length,canonical,canonical_count,robots_meta,schema_types,status,issue,action
/materials/ss-304l-supplier-india.html,materials/ss-304l-supplier-india.html,SS 304L Supplier in India | Rubinox,35,SS 304L Supplier in India,1,"Rubinox supplies SS 304L stainless steel pipes, tubes, sheets, plates, coils, bars across India, with export support, MTC documentation and fast quotations.",156,https://rubinoxmetal.com/materials/ss-304l-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-309-supplier-india.html,materials/ss-309-supplier-india.html,SS 309 / 309S Supplier in India | Rubinox,41,SS 309 / 309S Supplier in India,1,"Rubinox supplies SS 309 and SS 309S pipes, tubes, sheets, plates, coils, bars, rods across India, with export support, MTC documentation and fast quotations.",157,https://rubinoxmetal.com/materials/ss-309-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-309s-supplier-india.html,materials/ss-309s-supplier-india.html,"SS 309S Supplier in India | SS 309S Pipes, Sheets, Plates",57,Stainless Steel 309S Supplier in India,1,"Rubinox supplies Stainless Steel 309S and SS 309S pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",159,https://rubinoxmetal.com/materials/ss-309s-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-310-supplier-india.html,materials/ss-310-supplier-india.html,SS 310 Supplier in India | Rubinox,34,SS 310 Supplier in India,1,"Rubinox supplies SS 310 stainless steel sheets, plates, coils, pipes, tubes, rods, bars, angles, flats, fasteners, fittings and flanges across India.",149,https://rubinoxmetal.com/materials/ss-310-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-310s-supplier-india.html,materials/ss-310s-supplier-india.html,"SS 310S Supplier in India | SS 310S Pipes, Tubes, Plates",56,Stainless Steel 310S Supplier in India,1,"Rubinox supplies Stainless Steel 310S and SS 310S pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",159,https://rubinoxmetal.com/materials/ss-310s-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-321-supplier-india.html,materials/ss-321-supplier-india.html,SS 321 Supplier in India | Rubinox,34,SS 321 Supplier in India,1,"Rubinox supplies SS 321 stainless steel sheets, plates, coils, pipes, tubes, rods, bars, angles, flats, fasteners, fittings and flanges across India.",149,https://rubinoxmetal.com/materials/ss-321-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-321h-supplier-india.html,materials/ss-321h-supplier-india.html,"SS 321H Supplier in India | SS 321H Pipes, Tubes, Plates",56,Stainless Steel 321H Supplier in India,1,"Rubinox supplies Stainless Steel 321H and SS 321H pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",159,https://rubinoxmetal.com/materials/ss-321h-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-347-supplier-india.html,materials/ss-347-supplier-india.html,"SS 347 Supplier in India | SS 347 Pipes, Tubes, Plates",54,Stainless Steel 347 Supplier in India,1,"Rubinox supplies Stainless Steel 347 and SS 347 pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",157,https://rubinoxmetal.com/materials/ss-347-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-347h-supplier-india.html,materials/ss-347h-supplier-india.html,"SS 347H Supplier in India | SS 347H Pipes, Tubes, Plates",56,Stainless Steel 347H Supplier in India,1,"Rubinox supplies Stainless Steel 347H and SS 347H pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",159,https://rubinoxmetal.com/materials/ss-347h-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-253ma-supplier-india.html,materials/ss-253ma-supplier-india.html,"SS 253MA Supplier in India | SS 253MA Pipes, Tubes, Plates",58,Stainless Steel 253MA Supplier in India,1,"Rubinox supplies Stainless Steel 253MA and SS 253MA pipes, tubes, sheets, plates across India, with export support, MTC documentation and fast quotations.",154,https://rubinoxmetal.com/materials/ss-253ma-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-316-supplier-india.html,materials/ss-316-supplier-india.html,"SS 316 Supplier in India | Pipes, Sheets, Plates, Bars",54,SS 316 Supplier in India,1,"Rubinox supplies SS 316 pipes, tubes, sheets, plates, coils, bars, rods, angles, flats, flanges, fittings and fasteners across India.",133,https://rubinoxmetal.com/materials/ss-316-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-316l-supplier-india.html,materials/ss-316l-supplier-india.html,"SS 316L Supplier in India | Tubes, Sheets, Coils, Fittings",58,SS 316L Supplier in India,1,"Rubinox supplies SS 316L pipes, tubes, sheets, plates, coils, bars, flanges, fittings and fasteners across India with export support.",133,https://rubinoxmetal.com/materials/ss-316l-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-316ti-supplier-india.html,materials/ss-316ti-supplier-india.html,"SS 316Ti Supplier in India | SS 316Ti Pipes, Tubes, Plates",58,Stainless Steel 316Ti Supplier in India,1,"Rubinox supplies Stainless Steel 316Ti and SS 316Ti pipes, tubes, sheets, plates across India, with export support, MTC documentation and fast quotations.",154,https://rubinoxmetal.com/materials/ss-316ti-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-317l-supplier-india.html,materials/ss-317l-supplier-india.html,SS 317L Supplier in India | Rubinox,35,SS 317L Supplier in India,1,"Rubinox supplies SS 317L pipes, tubes, sheets, plates, coils, bars, rods, flanges across India, with export support, MTC documentation and fast quotations.",155,https://rubinoxmetal.com/materials/ss-317l-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-904l-supplier-india.html,materials/ss-904l-supplier-india.html,SS 904L Supplier in India | Rubinox,35,SS 904L Supplier in India,1,"Rubinox supplies SS 904L pipes, tubes, sheets, plates, coils, bars, rods, flanges across India, with export support, MTC documentation and fast quotations.",155,https://rubinoxmetal.com/materials/ss-904l-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-409-supplier-india.html,materials/ss-409-supplier-india.html,SS 409 Supplier in India | Rubinox,34,SS 409 Supplier in India,1,"Rubinox supplies SS 409 stainless steel sheets, coils, plates, strips, pipes, tubes across India, with export support, MTC documentation and fast quotations.",157,https://rubinoxmetal.com/materials/ss-409-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-410-supplier-india.html,materials/ss-410-supplier-india.html,SS 410 Supplier in India | Rubinox,34,SS 410 Supplier in India,1,"Rubinox supplies SS 410 stainless steel bars, rods, sheets, plates, pipes, tubes across India, with export support, MTC documentation and fast quotations.",154,https://rubinoxmetal.com/materials/ss-410-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-420-supplier-india.html,materials/ss-420-supplier-india.html,SS 420 Supplier in India | Rubinox,34,SS 420 Supplier in India,1,"Rubinox supplies SS 420 stainless steel bars, rods, sheets, plates, pipes, tubes across India, with export support, MTC documentation and fast quotations.",154,https://rubinoxmetal.com/materials/ss-420-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-430-supplier-india.html,materials/ss-430-supplier-india.html,SS 430 Supplier in India | Rubinox,34,SS 430 Supplier in India,1,"Rubinox supplies SS 430 stainless steel sheets, coils, plates, strips, flats, angles across India, with export support, MTC documentation and fast quotations.",158,https://rubinoxmetal.com/materials/ss-430-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/ss-17-4-ph-supplier-india.html,materials/ss-17-4-ph-supplier-india.html,"SS 17-4 PH Supplier in India | SS 17-4 PH Bars, Rods, Plates",60,Stainless Steel 17-4 PH Supplier in India,1,"Rubinox supplies Stainless Steel 17-4 PH and SS 17-4 PH round bars, rods, plates across India, with export support, MTC documentation and fast quotations.",154,https://rubinoxmetal.com/materials/ss-17-4-ph-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/nitronic-60-supplier-india.html,materials/nitronic-60-supplier-india.html,Nitronic 60 Supplier in India | Rubinox,39,Nitronic 60 Supplier in India,1,"Rubinox supplies Nitronic 60 stainless steel round bars, rods, shafts, hex bars across India, with export support, MTC documentation and fast quotations.",153,https://rubinoxmetal.com/materials/nitronic-60-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/smo-254-supplier-india.html,materials/smo-254-supplier-india.html,SMO 254 Supplier in India | Rubinox,35,SMO 254 Supplier in India,1,"Rubinox supplies SMO 254 and 6Mo stainless steel pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",158,https://rubinoxmetal.com/materials/smo-254-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/duplex-2205-supplier-india.html,materials/duplex-2205-supplier-india.html,Duplex 2205 Supplier in India | Rubinox,39,Duplex 2205 Supplier in India,1,"Rubinox supplies Duplex 2205 stainless steel pipes, tubes, plates, sheets, coils, bars across India, with export support, MTC documentation and fast quotations.",160,https://rubinoxmetal.com/materials/duplex-2205-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue|FAQPage|Question|Answer,pass,,none
/materials/super-duplex-2507-supplier-india.html,materials/super-duplex-2507-supplier-india.html,Super Duplex 2507 Supplier in India | Rubinox,45,Super Duplex 2507 Supplier in India,1,"Rubinox supplies Super Duplex 2507 pipes, tubes, plates, sheets, coils, bars, rods across India, with export support, MTC documentation and fast quotations.",156,https://rubinoxmetal.com/materials/super-duplex-2507-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue|FAQPage|Question|Answer,pass,,none
/materials/zeron-100-supplier-india.html,materials/zeron-100-supplier-india.html,Zeron 100 Supplier in India | UNS S32760 | Rubinox,50,Zeron 100 Supplier in India,1,"Zeron 100 / UNS S32760 supplier in India for project-specific super duplex pipes, plates, bars, flanges, fittings and components with RFQ and documentation support.",164,https://rubinoxmetal.com/materials/zeron-100-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue|FAQPage|Question|Answer,pass,,none
/materials/stainless-steel-pipes-supplier-india.html,materials/stainless-steel-pipes-supplier-india.html,SS Pipes Supplier in India | SS Seamless & Welded Pipes,55,Stainless Steel Pipes Supplier in India,1,"Rubinox supplies stainless steel seamless, welded and ERW pipes in SS 304, 316, 316L, 202, 310, 321 and more across India.",122,https://rubinoxmetal.com/materials/stainless-steel-pipes-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-tubes-supplier-india.html,materials/stainless-steel-tubes-supplier-india.html,SS Tubes Supplier in India | SS Seamless & Welded Tubes,55,Stainless Steel Tubes Supplier in India,1,"Rubinox supplies stainless steel seamless, welded, square, rectangular and instrumentation tubes in SS 304, 316, 316L and more across India.",140,https://rubinoxmetal.com/materials/stainless-steel-tubes-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-sheets-supplier-india.html,materials/stainless-steel-sheets-supplier-india.html,"SS Sheets Supplier in India | SS 304, 316, 316L Sheets",54,Stainless Steel Sheets Supplier in India,1,"Buy Stainless Steel Sheets products from Rubinox with PAN India delivery, export support, material documentation and fast quotations.",133,https://rubinoxmetal.com/materials/stainless-steel-sheets-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-plates-supplier-india.html,materials/stainless-steel-plates-supplier-india.html,"SS Plates Supplier in India | SS 304, 316, 316L Plates",54,Stainless Steel Plates Supplier in India,1,"Buy Stainless Steel Plates products from Rubinox with PAN India delivery, export support, material documentation and fast quotations.",133,https://rubinoxmetal.com/materials/stainless-steel-plates-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-coils-supplier-india.html,materials/stainless-steel-coils-supplier-india.html,"SS Coils Supplier in India | SS 304, 316, 316L Coils",52,Stainless Steel Coils Supplier in India,1,"Buy Stainless Steel Coils products from Rubinox with PAN India delivery, export support, material documentation and fast quotations.",132,https://rubinoxmetal.com/materials/stainless-steel-coils-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-flanges-supplier-india.html,materials/stainless-steel-flanges-supplier-india.html,"SS Flanges Supplier in India | SS 304, 316, 316L Flanges",56,Stainless Steel Flanges Supplier in India,1,"Buy Stainless Steel Flanges products from Rubinox with PAN India delivery, export support, material documentation and fast quotations.",134,https://rubinoxmetal.com/materials/stainless-steel-flanges-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-fittings-supplier-india.html,materials/stainless-steel-fittings-supplier-india.html,SS Fittings Supplier in India | SS Pipe Fittings,48,Stainless Steel Fittings Supplier in India,1,"Rubinox supplies stainless steel pipe fittings including elbows, tees, reducers, caps, couplings and stub ends across India.",124,https://rubinoxmetal.com/materials/stainless-steel-fittings-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-fasteners-supplier-india.html,materials/stainless-steel-fasteners-supplier-india.html,"SS Fasteners Supplier in India | SS Bolts, Nuts, Washers",56,Stainless Steel Fasteners Supplier in India,1,"Rubinox supplies stainless steel fasteners including bolts, nuts, washers, screws, studs and threaded rods across India.",120,https://rubinoxmetal.com/materials/stainless-steel-fasteners-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-angles-supplier-india.html,materials/stainless-steel-angles-supplier-india.html,"SS Angles Supplier in India | SS 304, 316, 316L Angles",54,Stainless Steel Angles Supplier in India,1,"Rubinox supplies stainless steel angles including equal angles, unequal angles and L angles in SS 304, 316, 316L and other grades across India.",143,https://rubinoxmetal.com/materials/stainless-steel-angles-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-bars-rods-supplier-india.html,materials/stainless-steel-bars-rods-supplier-india.html,"SS Bars & Rods Supplier in India | SS 304, 316, 316L Bars",57,Stainless Steel Bars & Rods Supplier in India,1,"Rubinox supplies stainless steel bars and rods including round bars, square bars across India, with export support, MTC documentation and fast quotations.",154,https://rubinoxmetal.com/materials/stainless-steel-bars-rods-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-bars-supplier-india.html,materials/stainless-steel-bars-supplier-india.html,Stainless Steel Bars Supplier in India | SS Square & Hex Bars,61,Stainless Steel Bars Supplier in India,1,"Rubinox supplies stainless steel bars in square, hex, rectangular and flat solid sections across India, with export enquiry and RFQ support.",140,https://rubinoxmetal.com/materials/stainless-steel-bars-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-rods-supplier-india.html,materials/stainless-steel-rods-supplier-india.html,Stainless Steel Rods Supplier in India | SS Round Rods,54,Stainless Steel Rods Supplier in India,1,"Rubinox supplies stainless steel rods and round solid sections across India for machining, shafts, fasteners and industrial applications.",137,https://rubinoxmetal.com/materials/stainless-steel-rods-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-flats-supplier-india.html,materials/stainless-steel-flats-supplier-india.html,"SS Flats Supplier in India | SS 304, 316, 316L Flat Bars",56,Stainless Steel Flats Supplier in India,1,"Rubinox supplies stainless steel flats and flat bars in SS 304, 316, 316L, 202, 310, 321 and other grades with PAN India delivery and export support.",149,https://rubinoxmetal.com/materials/stainless-steel-flats-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-circles-supplier-india.html,materials/stainless-steel-circles-supplier-india.html,"SS Circles Supplier in India | SS 304, 316, 316L Circles",56,Stainless Steel Circles Supplier in India,1,"Rubinox supplies stainless steel circles, discs and round blanks in SS 304, 316, 316L, 202, 310, 321 and other grades across India.",131,https://rubinoxmetal.com/materials/stainless-steel-circles-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/stainless-steel-wire-mesh-supplier-india.html,materials/stainless-steel-wire-mesh-supplier-india.html,"SS Wire Mesh Supplier in India | SS 304, 316 Wire Mesh",54,Stainless Steel Wire Mesh Supplier in India,1,"Rubinox supplies stainless steel wire mesh, woven mesh, welded mesh, filter mesh and screen mesh in SS 304, 316, 316L and other grades across India.",148,https://rubinoxmetal.com/materials/stainless-steel-wire-mesh-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue,pass,,none
/materials/aluminium.html,materials/aluminium.html,"Aluminium Supplier in India | 6061, 6063 & 7075 | Rubinox",57,"Aluminium 6061, 6063 & 7075 Supplier in India",1,"Aluminium supplier for 6061, 6063, 7075 and other alloys in sheets, plates, bars, rods, pipes and tubes with PAN India delivery.",128,https://rubinoxmetal.com/materials/aluminium.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|Organization|PropertyValue,pass,,none
/materials/aluminium-6061-supplier-india.html,materials/aluminium-6061-supplier-india.html,Aluminium 6061 Supplier in India | 6061-T6 & T651,49,Aluminium 6061 Supplier in India,1,"Aluminium 6061 supplier in India for sheets, plates, bars, rods, tubes and sections in T6/T651 temper with RFQ and documentation support.",137,https://rubinoxmetal.com/materials/aluminium-6061-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|Organization|PropertyValue,pass,,none
/materials/aluminium-6063-supplier-india.html,materials/aluminium-6063-supplier-india.html,Aluminium 6063 Supplier in India | Extrusion Alloy,50,Aluminium 6063 Supplier in India,1,"Aluminium 6063 supplier in India for sections, tubes, bars, channels, angles and architectural extrusion requirements with RFQ support.",135,https://rubinoxmetal.com/materials/aluminium-6063-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|Organization|PropertyValue,pass,,none
/materials/aluminium-7075-supplier-india.html,materials/aluminium-7075-supplier-india.html,Aluminium 7075 Supplier in India | High Strength Alloy,54,Aluminium 7075 Supplier in India,1,"Aluminium 7075 supplier in India for high-strength plates, sheets, bars and rods in T6/T651 temper for engineering RFQs.",120,https://rubinoxmetal.com/materials/aluminium-7075-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|Organization|PropertyValue,pass,,none
/materials/aluminium-5083-supplier-india.html,materials/aluminium-5083-supplier-india.html,Aluminium 5083 Supplier in India | Marine Plates,48,Aluminium 5083 Supplier in India,1,"Aluminium 5083 supplier in India for marine plates, sheets and fabrication requirements in H111/H116/H321 temper with RFQ support.",130,https://rubinoxmetal.com/materials/aluminium-5083-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|Organization|PropertyValue,pass,,none
/materials/aluminium-5052-supplier-india.html,materials/aluminium-5052-supplier-india.html,Aluminium 5052 Supplier in India | Sheet & Plate,48,Aluminium 5052 Supplier in India,1,"Aluminium 5052 supplier in India for sheets, plates, coils and formed fabrication requirements in H32/H34 temper with RFQ support.",130,https://rubinoxmetal.com/materials/aluminium-5052-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|Organization|PropertyValue,pass,,none
/materials/aluminium-6082-supplier-india.html,materials/aluminium-6082-supplier-india.html,Aluminium 6082 Supplier in India | Structural Alloy,51,Aluminium 6082 Supplier in India,1,"Aluminium 6082 supplier in India for structural plates, bars, rods, tubes, sections and profiles with RFQ support for temper, standards and documentation.",154,https://rubinoxmetal.com/materials/aluminium-6082-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|Organization|PropertyValue,pass,,none
/materials/copper.html,materials/copper.html,"Copper Supplier in India | C101, C110 & C122 | Rubinox",54,"Copper C101, C110 & C122 Supplier in India",1,"Copper supplier for C101, C110 and C122 sheets, plates, pipes, tubes, bars and coils with PAN India supply and export support.",126,https://rubinoxmetal.com/materials/copper.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|Organization|PropertyValue,pass,,none
/materials/copper-c101-supplier-india.html,materials/copper-c101-supplier-india.html,Copper C101 Supplier in India | OFE Copper,42,Copper C101 Supplier in India,1,"Copper C101 supplier in India for oxygen-free copper sheets, plates, rods, bars, strips, busbars and electrical RFQs.",117,https://rubinoxmetal.com/materials/copper-c101-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|Organization|PropertyValue,pass,,none
/materials/copper-c110-supplier-india.html,materials/copper-c110-supplier-india.html,Copper C110 Supplier in India | ETP Copper,42,Copper C110 Supplier in India,1,"Copper C110 supplier in India for ETP copper sheets, plates, busbars, rods, bars, pipes, tubes and electrical applications.",123,https://rubinoxmetal.com/materials/copper-c110-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|Organization|PropertyValue,pass,,none
